iso3,year,gdppc_ppp
MEX,1997,18737.6426443231
MHL,1997,3867.34286781701
MIC,1997,5428.17485468213
MKD,1997,10787.5753615656
MLI,1997,2142.78769298746
MLT,1997,24028.8942855753
MMR,1997,1054.76742791265
MNA,1997,6709.96413755907
MNE,1997,14638.7970938907
MNG,1997,5628.10663484223
MOZ,1997,612.371551265915
MRT,1997,5302.3666333722
MUS,1997,11832.2877924531
MWI,1997,1221.09404555353
MYS,1997,18604.514527465
NAC,1997,49324.9458989698
NAM,1997,7656.32512542986
NER,1997,1217.31253567922
NGA,1997,4884.04743279879
NIC,1997,4408.32889987936
NLD,1997,49881.8758323461
NOR,1997,73053.9655256434
NPL,1997,2166.3126334505
NRU,1997,11488.9913261969
NZL,1997,33480.1450529262
OED,1997,36997.4895944521
OMN,1997,41191.0312402444
OSS,1997,15239.4093922069
PAK,1997,3462.58145605889
PAN,1997,13013.8909440715
PER,1997,7773.82700600992
PHL,1997,4758.70845808515
PLW,1997,17408.8855585991
PNG,1997,3864.23030411237
POL,1997,16031.7211485265
PRE,1997,3186.48381663137
PRI,1997,32915.7905705568
PRT,1997,31574.4021979121
PRY,1997,11033.0157241318
PSE,1997,4311.53876740636
PSS,1997,5793.00270584546
PST,1997,40170.2917579393
QAT,1997,87140.0414805606
ROU,1997,14780.0590188185
RUS,1997,17977.3515625
RWA,1997,874.694728296322
SAS,1997,2747.18449308729
SAU,1997,58875.5473738828
SDN,1997,3380.18676757813
SEN,1997,2840.60808859832
SGP,1997,64291.2024694333
SLB,1997,2848.31969373436
SLE,1997,1936.55653107258
SLV,1997,7234.94456228435
SMR,1997,66923.030342425
SOM,1997,648.017163551169
SRB,1997,10965.5278855606
SSA,1997,3822.20514514171
SSF,1997,3531.2526143186
SST,1997,14082.1541466986
STP,1997,3784.7902343178
SUR,1997,16754.3511427064
SVK,1997,17630.0397577195
SVN,1997,26806.4627835709
SWE,1997,42608.4136690457
SWZ,1997,5876.80341246512
SYC,1997,19895.1422188431
SYR,1997,8126.36577647131
TCD,1997,1588.09860417439
TEA,1997,4244.11521269893
TEC,1997,13360.6603894718
TGO,1997,2366.40275146203
THA,1997,11952.8491238372
TJK,1997,1181.28110133633
TKM,1997,4105.36902304428
TLA,1997,14224.2238128034
TLS,1997,3073.97043709665
TMN,1997,6725.71270614041
TON,1997,5455.90517573817
TSA,1997,2747.18449308729
TSS,1997,3531.2526143186
TTO,1997,15895.2438763164
TUN,1997,8136.3376111408
TUR,1997,14631.2958814739
TUV,1997,3356.30705964116
TZA,1997,1755.8037109375
UGA,1997,1396.63106915218
UKR,1997,9754.0498046875
UMC,1997,7184.32499728975
URY,1997,18823.9419170645
USA,1997,49984.2696497419
UZB,1997,3150.0853013379
VCT,1997,9234.69888368764
VNM,1997,3820.30249485434
VUT,1997,3315.48137240776
WLD,1997,11964.1777193279
WSM,1997,4325.13822221329
ZAF,1997,10770.2779624828
ZMB,1997,2223.45745445731
ZWE,1997,6524.06265782805
ABW,1998,35271.9070906287
AFE,1998,3269.06995117859
AFW,1998,3917.45375353784
AGO,1998,6895.02600537711
ALB,1998,5387.56822958918
AND,1998,51092.2222352218
ARB,1998,12380.2816774561
ARE,1998,96088.4925317357
ARG,1998,23783.1017185449
ARM,1998,4211.51276778797
ATG,1998,23996.1144041367
AUS,1998,42257.1718122395
AUT,1998,50216.6986894124
AZE,1998,4822.1601856452
BDI,1998,1101.22051819781
BEL,1998,47205.3098527353
BEN,1998,2419.10014338548
BFA,1998,1385.09310679095
BGD,1998,2555.06119218282
BGR,1998,12976.3210459232
BHR,1998,55638.6935860684
BHS,1998,31836.5264901331
BIH,1998,6899.325655059
BLR,1998,10128.1560469563
BLZ,1998,9894.59919785026
BMU,1998,88034.8132385883
BOL,1998,7534.51656215666
BRA,1998,13737.7026434846
BRB,1998,20752.8095915976
BRN,1998,97171.6372551031
BTN,1998,4965.87646031681
BWA,1998,12306.250477233
CAF,1998,1302.75142830782
CAN,1998,44553.2827303697
CEB,1998,17726.9069905313
CHE,1998,64418.3857592838
CHL,1998,17156.9718740639
CHN,1998,3533.56587021506
CIV,1998,5093.13169438529
CMR,1998,3714.13212604236
COD,1998,1176.05049796489
COG,1998,7711.6321257605
COL,1998,11343.8799115733
COM,1998,2918.13300445377
CPV,1998,3657.38118993776
CRI,1998,13481.0594799651
CSS,1998,16040.2516977366
CYP,1998,33182.125
CZE,1998,27801.4387801408
DEU,1998,47565.4526830045
DMA,1998,13563.4528199459
DNK,1998,54581.4122543301
DOM,1998,10150.4460178993
DZA,1998,11094.8875368585
EAP,1998,4182.68404658957
EAR,1998,5915.45423698906
EAS,1998,7650.91686695375
ECA,1998,9611.18569728348
ECS,1998,27710.9347491682
ECU,1998,9876.7507512592
EGY,1998,9245.47890469795
EMU,1998,42787.6146839545
ESP,1998,36679.0942334698
EST,1998,18873.3758453389
ETH,1998,772.78664639708
EUU,1998,37659.1055402336
FCS,1998,4525.83781180568
FIN,1998,42733.4455712897
FJI,1998,8673.87816621436
FRA,1998,43162.5423856938
FSM,1998,3380.53310212796
GAB,1998,25585.5077964813
GBR,1998,40347.1799533754
GEO,1998,5233.28837672816
GHA,1998,3229.48228272631
GIN,1998,2311.327353403
GMB,1998,2502.76477124298
GNB,1998,1738.54122410447
GNQ,1998,8684.6573083064
GRC,1998,29592.525483114
GRD,1998,10509.109807501
GRL,1998,41500.2312703294
GTM,1998,8559.98628929783
GUY,1998,7915.22956203951
HIC,1998,38308.9526881659
HKG,1998,36776.3830289355
HND,1998,3950.83498620229
HPC,1998,2120.97088944639
HRV,1998,20575.9739779999
HTI,1998,3272.04956439325
HUN,1998,20438.3829550506
IBD,1998,6637.99299711207
IBT,1998,5824.1432308366
IDA,1998,2907.63303845115
IDB,1998,4193.69410924489
IDN,1998,5897.68530859207
IDX,1998,2225.46926387198
IND,1998,2847.96234988663
IRL,1998,45493.1692570651
IRN,1998,11101.507869196
IRQ,1998,9871.73398030533
ISL,1998,46449.3454621245
ISR,1998,31246.8564724838
ITA,1998,47701.3974191265
JAM,1998,9624.92935948127
JOR,1998,7826.74015705934
JPN,1998,38217.1955920953
KAZ,1998,11364.0307809315
KEN,1998,3871.82176322447
KGZ,1998,3419.22330736215
KHM,1998,1602.38371208931
KIR,1998,2502.86206993942
KNA,1998,17963.6992379347
KOR,1998,22000.3387603516
KWT,1998,62450.0884424765
LAC,1998,14165.3158643393
LAO,1998,2642.56618699585
LBN,1998,11885.3072278409
LBR,1998,1308.40568305294
LBY,1998,17532.9261043755
LCA,1998,18786.9976028018
LCN,1998,14501.8123620924
LDC,1998,1975.61373566476
LIC,1998,2148.32527658324
LKA,1998,6032.62212630498
LMC,1998,3500.26300553413
LMY,1998,5262.66460025529
LSO,1998,1856.69078488714
LTE,1998,7144.59803650808
LTU,1998,15202.9118027933
LUX,1998,101364.675334086
LVA,1998,13138.4012524255
MAC,1998,55296.5007644986
MAR,1998,5033.92333984375
MDA,1998,5783.48593751483
MDG,1998,1658.88849253066
MDV,1998,12884.7223193763
MEA,1998,9957.32725384449
MEX,1998,19573.0654539328
MHL,1998,3805.88691498835
MIC,1998,5495.92396527605
MKD,1998,11092.8746195031
MLI,1998,2228.20055528486
MLT,1998,25096.8746137924
MMR,1998,1102.79096369399
MNA,1998,6926.20863517771
MNE,1998,15403.0521357994
MNG,1998,5735.84383645771
MOZ,1998,660.650177820748
MRT,1998,5310.15819138341
MUS,1998,12419.4673726952
MWI,1998,1241.52433181826
MYS,1998,16817.1719190401
NAC,1998,50930.8571263208
NAM,1998,7709.89004370134
NER,1998,1294.16191156539
NGA,1998,4880.87997128038
NIC,1998,4502.59836619887
NLD,1998,51879.3803259073
NOR,1998,74558.2948989562
NPL,1998,2188.2220157023
NRU,1998,10133.6780606971
NZL,1998,33469.2534254937
OED,1998,37811.653302447
OMN,1998,40574.674486189
OSS,1998,15421.5736882684
PAK,1998,3454.17665330544
PAN,1998,13826.532301715
PER,1998,7603.80928968867
PHL,1998,4616.67292900617
PLW,1998,17358.2841361311
PNG,1998,3590.10012280793
POL,1998,16766.6492883267
PRE,1998,3306.55960127258
PRI,1998,34537.1851859472
PRT,1998,32925.6638725858
PRY,1998,10802.5597410663
PSE,1998,4805.19156878644
PSS,1998,5784.60795923229
PST,1998,41038.1405844399
QAT,1998,91901.0695568133
ROU,1998,14510.0533572297
RUS,1998,17052.755859375
RWA,1998,913.71963460585
SAS,1998,2855.99974039973
SAU,1998,58306.622809723
SDN,1998,3441.17919921875
SEN,1998,2938.69162551525
SGP,1998,60782.1972058002
SLB,1998,2805.2662186594
SLE,1998,1951.82091117813
SLV,1998,7381.114604175
SMR,1998,71024.5594991968
SOM,1998,662.674857185695
SRB,1998,11598.3788474662
SSA,1998,3827.62590417184
SSF,1998,3529.4672266836
SST,1998,14347.650816605
STP,1998,3828.99823839083
SUR,1998,16789.7549005356
SVK,1998,18280.0501282626
SVN,1998,27688.0929526812
SWE,1998,44392.8449919299
SWZ,1998,5952.85422728074
SYC,1998,19991.2293154949
SYR,1998,8456.78287525056
TCD,1998,1641.05715328512
TEA,1998,4232.99379218937
TEC,1998,13174.0083765781
TGO,1998,2247.34887088094
THA,1998,10897.1533831339
TJK,1998,1236.67552895556
TKM,1998,4323.30168204311
TLA,1998,14414.2106393537
TLS,1998,2931.48088622558
TMN,1998,6940.19317083215
TON,1998,5541.68325773841
TSA,1998,2855.99974039973
TSS,1998,3529.46722668361
TTO,1998,17129.0911444686
TUN,1998,8417.98493264685
TUR,1998,14704.3385744207
TUV,1998,3855.65481440805
TZA,1998,1773.72424316406
UGA,1998,1422.20789184705
UKR,1998,9646.0546875
UMC,1998,7250.56541509645
URY,1998,19577.7899664694
USA,1998,51619.8698375216
UZB,1998,3234.35751357407
VCT,1998,9609.10378620502
VNM,1998,3982.95805965603
VUT,1998,3285.13835226801
WLD,1998,12088.1016622616
WSM,1998,4386.51915961412
ZAF,1998,10693.6882326622
ZMB,1998,2157.57339335667
ZWE,1998,6582.34841934183
ABW,1999,35227.47657679
AFE,1999,3267.96274823069
AFW,1999,3869.05587804664
AGO,1999,6817.05713550008
ALB,1999,6086.00863561374
AND,1999,52921.0452609846
ARB,1999,12464.5543163804
ARE,1999,92047.5945823489
ARG,1999,22714.5111302701
ARM,1999,4406.96706718618
ATG,1999,24462.2034022412
AUS,1999,43899.073794405
AUT,1999,52004.5327523874
AZE,1999,5133.74812032569
BDI,1999,1064.28756095402
BEL,1999,48765.7668571996
BEN,1999,2470.68504400549
BFA,1999,1444.56690170414
BGD,1999,2624.06553797638
BGR,1999,11953.6477251515
BHR,1999,56522.2261899823
BHS,1999,33657.804588874
BIH,1999,7481.33501395434
BLR,1999,10519.7489145442
BLZ,1999,10460.6346102795
BMU,1999,90290.5624913126
BOL,1999,7435.72544462966
BRA,1999,13602.4137069426
BRB,1999,20815.8353874873
BRN,1999,99083.3205282422
BTN,1999,5241.36663790737
BWA,1999,13207.447346512
CAF,1999,1313.23570902088
CAN,1999,46464.5457841559
CEB,1999,18053.5477381799
CHE,1999,65177.8822005074
CHL,1999,16896.1244715786
CHN,1999,3774.13766362641
CIV,1999,4987.35708530265
CMR,1999,3780.06217282191
COD,1999,1088.65043725373
COG,1999,7312.32665071621
COL,1999,10679.7092686089
COM,1999,2943.92006172568
CPV,1999,4006.47964718799
CRI,1999,13760.9236981946
CSS,1999,16699.4627841092
CYP,1999,34452.8671875
CZE,1999,28213.4555005997
DEU,1999,48547.0040773031
DMA,1999,13661.6785774172
DNK,1999,56015.3553380174
DOM,1999,10582.0775939337
DZA,1999,11292.0372997165
EAP,1999,4381.08714020896
EAR,1999,5979.07744293557
EAS,1999,7893.59333459964
ECA,1999,9521.8363584902
ECS,1999,28487.7710157393
ECU,1999,9242.96681019585
EGY,1999,9588.85938515274
EMU,1999,43947.3385978587
ESP,1999,38141.316878689
EST,1999,18737.8980935019
ETH,1999,787.679577487053
EUU,1999,38685.8632532655
FCS,1999,4530.24373422711
FIN,1999,44505.7114770222
FJI,1999,9328.6066405707
FRA,1999,44400.1357889191
FSM,1999,3409.41700394847
GAB,1999,22713.7144403948
GBR,1999,41396.9358449656
GEO,1999,5495.24505052866
GHA,1999,3290.26865235748
GIN,1999,2346.2701835771
GMB,1999,2589.97773860396
GNB,1999,1992.72847838268
GNQ,1999,10492.4649475554
GRC,1999,30263.0543705003
GRD,1999,11158.4897298503
GRL,1999,42072.0565017419
GTM,1999,8668.42697938871
GUY,1999,8139.97018415742
HIC,1999,39471.5305228381
HKG,1999,37339.9267574178
HND,1999,4293.82723059843
HPC,1999,2132.42322482915
HRV,1999,20489.6776798468
HTI,1999,3299.23533948239
HUN,1999,21128.8884639402
IBD,1999,6810.13230920454
IBT,1999,5953.57713919086
IDA,1999,2918.92827851562
IDB,1999,4167.01663734049
IDN,1999,5855.65800744994
IDX,1999,2257.37427003352
IND,1999,3041.48258556057
IRL,1999,49719.8847973285
IRN,1999,11163.6950736445
IRQ,1999,11237.8537439894
ISL,1999,47679.8715900493
ISR,1999,31465.6129203265
ITA,1999,48493.6651210308
JAM,1999,9650.43726482499
JOR,1999,7920.01974595781
JPN,1999,38020.0940020688
KAZ,1999,11815.7732115429
KEN,1999,3848.46470612727
KGZ,1999,3491.93773268741
KHM,1999,1775.41239802043
KIR,1999,2364.34619150483
KNA,1999,18291.4229188676
KOR,1999,24382.2508517369
KWT,1999,59533.9542752452
LAC,1999,14010.2992320723
LAO,1999,2786.52039703471
LBN,1999,11617.2497708538
LBR,1999,1507.31470254594
LBY,1999,17402.5683820479
LCA,1999,19039.4630213718
LCN,1999,14364.2939331166
LDC,1999,2008.37358981396
LIC,1999,2115.61192373685
LKA,1999,6176.23548455949
LMC,1999,3626.88719250757
LMY,1999,5370.8064272137
LSO,1999,1860.70052178612
LTE,1999,7402.41037209862
LTU,1999,15143.1937102939
LUX,1999,108180.402740212
LVA,1999,13619.098799485
MAC,1999,53348.0126915655
MAR,1999,5043.6650390625
MDA,1999,5597.46512850295
MDG,1999,1681.35933226493
MDV,1999,13449.2026730153
MEA,1999,10015.5526857452
MEX,1999,19793.2852841045
MHL,1999,3718.81112086275
MIC,1999,5616.29770391168
MKD,1999,11519.0045020862
MLI,1999,2269.08741153512
MLT,1999,26126.0896690455
MMR,1999,1209.01642809997
MNA,1999,7058.95936198575
MNE,1999,13993.4155102209
MNG,1999,5829.16641455929
MOZ,1999,722.305561379979
MRT,1999,5359.98881996232
MUS,1999,12582.7521544356
MWI,1999,1249.77523298871
MYS,1999,17428.6256563043
NAC,1999,52792.7989394401
NAM,1999,7773.94354148714
NER,1999,1247.64712892756
NGA,1999,4781.67311002018
NIC,1999,4750.94886822618
NLD,1999,54134.3622865113
NOR,1999,75583.834403854
NPL,1999,2242.65011822095
NRU,1999,9478.30050692905
NZL,1999,35084.291368526
OED,1999,38768.1259454055
OMN,1999,40145.9312841691
OSS,1999,15698.0012021483
PAK,1999,3484.45678319813
PAN,1999,14261.7409202087
PER,1999,7585.32788841374
PHL,1999,4650.75926947589
PLW,1999,16093.4027866529
PNG,1999,3531.659532466
POL,1999,17556.0026927987
PRE,1999,3343.68720004559
PRI,1999,36216.8380896225
PRT,1999,34018.9637066505
PRY,1999,10435.3986807111
PSE,1999,5071.82121719043
PSS,1999,6009.18052303907
PST,1999,42246.3328919222
QAT,1999,90837.3739354159
ROU,1999,14478.109394247
RUS,1999,18200.3203125
RWA,1999,945.733218859969
SAS,1999,3032.53867444598
SAU,1999,55878.1736494426
SDN,1999,3459.22998046875
SEN,1999,3050.17800998696
SGP,1999,63746.4792227046
SLB,1999,2717.52715749125
SLE,1999,1903.3269610781
SLV,1999,7498.46741097206
SMR,1999,76474.1297159699
SOM,1999,682.979123343567
SRB,1999,10438.5043036479
SSA,1999,3805.1625385305
SSF,1999,3509.31810136229
SST,1999,14703.0835032342
STP,1999,3878.13108525246
SUR,1999,16217.5173031438
SVK,1999,18174.9801324587
SVN,1999,29125.8913263147
SWE,1999,46221.8079937232
SWZ,1999,6062.34805111048
SYC,1999,19969.3513746174
SYR,1999,7951.39014713749
TCD,1999,1573.58531389989
TEA,1999,4433.58680045454
TEC,1999,13554.9726973516
TGO,1999,2238.93514971661
THA,1999,11253.3874955905
TJK,1999,1275.82249026045
TKM,1999,4945.08541988288
TLA,1999,14257.5948497954
TLS,1999,2136.64950009543
TMN,1999,7072.10613469789
TON,1999,5632.72252396599
TSA,1999,3032.53867444598
TSS,1999,3509.31810136229
TTO,1999,18440.5741312908
TUN,1999,8821.98791288257
TUR,1999,14066.1896257233
TUV,1999,3777.37177229784
TZA,1999,1810.97155761719
UGA,1999,1487.75796178874
UKR,1999,9704.4453125
UMC,1999,7382.55609775357
URY,1999,19192.7175685083
USA,1999,53474.045430104
UZB,1999,3326.4252682467
VCT,1999,9853.34736551962
VNM,1999,4119.05367208231
VUT,1999,3228.59180513043
WLD,1999,12351.5480491204
WSM,1999,4448.31977912795
ZAF,1999,10831.6589617949
ZMB,1999,2198.18912998648
ZWE,1999,6423.70886833195
ABW,2000,37524.0346018738
AFE,2000,3281.92231355821
AFG,2000,1617.82647494969
AFW,2000,3910.06236490428
AGO,2000,6796.40633958013
ALB,2000,6582.01638790869
AND,2000,54809.1441679423
ARB,2000,12917.0342418817
ARE,2000,95390.7013642316
ARG,2000,22281.3814299958
ARM,2000,4589.00825039977
ATG,2000,25547.6120273679
AUS,2000,45099.0752097084
AUT,2000,53534.3421055422
AZE,2000,5656.92989378687
BDI,2000,1033.47188177042
BEL,2000,50455.7338920672
BEN,2000,2536.16885867097
BFA,2000,1428.57400617096
BGD,2000,2712.93512215725
BGR,2000,12563.8880988668
BHR,2000,57968.9956082135
BHS,2000,34597.1621145274
BIH,2000,7830.53433078343
BLR,2000,11182.4548339393
BLZ,2000,11363.6868781615
BMU,2000,98019.93147275
BOL,2000,7492.43381815499
BRA,2000,14005.347187072
BRB,2000,21779.2203006868
BRN,2000,100323.439918528
BTN,2000,5287.57434721684
BWA,2000,13185.8171514278
CAF,2000,1245.81399563599
CAN,2000,48399.3055389359
CEB,2000,18867.1055547682
CHE,2000,67378.3901472877
CHL,2000,17525.2717273479
CHN,2000,4066.03627019859
CIV,2000,4838.34023729938
CMR,2000,3822.94425358926
COD,2000,981.422080026496
COG,2000,7570.58279297342
COL,2000,10813.4942250011
COM,2000,2858.85692121457
CPV,2000,4510.13573659758
CRI,2000,14018.7425010386
CSS,2000,17334.1696408259
CUW,2000,34307.1247870579
CYP,2000,36121.81640625
CZE,2000,29427.4070011514
DEU,2000,49875.8764172059
DMA,2000,14054.6548016043
DNK,2000,57907.5020603903
DOM,2000,10896.3184155964
DZA,2000,11558.220469383
EAP,2000,4657.5824971991
EAR,2000,6123.11816952512
EAS,2000,8279.29834036297
ECA,2000,10113.0315128821
ECS,2000,29836.8990375785
ECU,2000,9183.05155276919
EGY,2000,9981.62775083138
EMU,2000,45521.384188577
ESP,2000,39945.8971298178
EST,2000,20528.5708195573
ETH,2000,810.270749126975
EUU,2000,40159.2645508805
FCS,2000,4675.04235937807
FIN,2000,46968.841714507
FJI,2000,9070.99316578265
FRA,2000,45922.4789363701
FSM,2000,3555.49951989363
GAB,2000,21717.2240797447
GBR,2000,43115.5630082237
GEO,2000,5706.27236527837
GHA,2000,3327.35199291767
GIN,2000,2358.28765608495
GMB,2000,2658.61770579464
GNB,2000,1974.62172274651
GNQ,2000,11767.4708814313
GRC,2000,31386.639783624
GRD,2000,11625.050939182
GRL,2000,44991.6751496134
GTM,2000,8770.4040870875
GUY,2000,8025.29326490962
HIC,2000,41052.5507494126
HKG,2000,39848.59152924
HND,2000,4579.68960840984
HPC,2000,2137.01988874504
HRV,2000,21302.2503684536
HTI,2000,3267.07646816599
HUN,2000,22117.9204303193
IBD,2000,7122.79471624366
IBT,2000,6198.61366037844
IDA,2000,2961.89436153759
IDB,2000,4207.94674833658
IDN,2000,6056.38197842165
IDX,2000,2300.33301882633
IND,2000,3099.5028215766
IRL,2000,53675.0054596933
IRN,2000,11643.1218077696
IRQ,2000,12702.1641950921
ISL,2000,49338.4714252632
ISR,2000,33275.0631655978
ITA,2000,50353.4200415436
JAM,2000,9667.92474492316
JOR,2000,8086.92202690853
JPN,2000,39005.9136305044
KAZ,2000,12935.864368308
KEN,2000,3756.63622296879
KGZ,2000,3638.46314292227
KHM,2000,1922.03179092592
KIR,2000,2481.41524257587
KNA,2000,19840.5800645267
KOR,2000,26404.1588575745
KWT,2000,60585.3026788164
LAC,2000,14299.5618282732
LAO,2000,2899.01961879748
LBN,2000,11571.7326041085
LBR,2000,1868.17975587618
LBY,2000,17747.0188855832
LCA,2000,18818.8855989431
LCN,2000,14663.6546985
LDC,2000,2047.42328358298
LIC,2000,2100.03544699702
LKA,2000,6428.61341890463
LMC,2000,3707.93949584987
LMY,2000,5569.76197576612
LSO,2000,1932.15793223415
LTE,2000,7864.03619960507
LTU,2000,15771.4269595328
LUX,2000,114141.585295622
LVA,2000,14554.2131724037
MAC,2000,55994.760697993
MAR,2000,5100.11572265625
MDA,2000,5727.07922525352
MDG,2000,1701.44320253582
MDV,2000,13738.2809408875
MEA,2000,10377.1186335777
MEX,2000,20470.4937646148
MHL,2000,3772.2158024995
MIC,2000,5832.65010726491
MKD,2000,11988.2945978824
MLI,2000,2187.71894209604
MLT,2000,31066.9228903221
MMR,2000,1359.93038778036
MNA,2000,7302.94726381604
MNE,2000,14452.2762793739
MNG,2000,5818.24307842901
MOZ,2000,711.976393527396
MRT,2000,5008.60806690014
MUS,2000,13481.7540541745
MWI,2000,1239.39174838676
MYS,2000,18532.9096706227
NAC,2000,54395.9872764444
NAM,2000,7858.38789521253
NER,2000,1190.56674543223
NGA,2000,4889.00321939426
NIC,2000,4878.24776981667
NLD,2000,56016.8727218416
NOR,2000,77587.2073182558
NPL,2000,2340.81563141298
NRU,2000,8844.94679373008
NZL,2000,35879.7911310766
OED,2000,40100.0736635285
OMN,2000,42086.0431536301
OSS,2000,16795.95587387
PAK,2000,3531.71291531612
PAN,2000,14572.9752457781
PER,2000,7669.0953178046
PHL,2000,4740.43891694569
PLW,2000,15447.9517644732
PNG,2000,3326.79859970528
POL,2000,18566.3546288772
PRE,2000,3429.70317873384
PRI,2000,37298.5450447133
PRT,2000,35069.827570513
PRY,2000,9998.5928544516
PSE,2000,4520.88992531975
PSS,2000,5838.45255572265
PST,2000,43762.1566063893
QAT,2000,93186.9710440179
ROU,2000,14853.6679659943
RUS,2000,20104.75
RWA,2000,1016.66199090104
SAS,2000,3097.80657068159
SAU,2000,55962.2661342789
SDN,2000,3575.85205078125
SEN,2000,3093.28791602615
SGP,2000,68314.5444027166
SLB,2000,2276.82191920056
SLE,2000,1981.50608696758
SLV,2000,7545.44796218991
SMR,2000,77149.4159964233
SOM,2000,702.850071117611
SRB,2000,11105.9948800547
SSA,2000,3831.94227075511
SSF,2000,3534.51732241584
SST,2000,15508.8076319873
STP,2000,3852.89042721453
SUR,2000,16220.1790603262
SVK,2000,18343.237153675
SVN,2000,30055.5726465546
SWE,2000,48284.8001841043
SWZ,2000,6106.07478740465
SYC,2000,20633.6746950761
SYR,2000,7807.92995548742
TCD,2000,1506.71577205515
TEA,2000,4713.19360099895
TEC,2000,14594.4354781232
TGO,2000,2160.98936671986
THA,2000,11622.5250278537
TJK,2000,1365.23327447129
TKM,2000,5112.52948147352
TLA,2000,14550.0410517335
TLS,2000,3783.78349040621
TMN,2000,7321.33920430307
TON,2000,5808.26509143352
TSA,2000,3097.80657068159
TSS,2000,3534.51732241584
TTO,2000,19637.5545410721
TUN,2000,9134.41506327005
TUR,2000,14856.914625257
TUV,2000,3721.89947875243
TZA,2000,1839.93664550781
UGA,2000,1487.00498853512
UKR,2000,10364.0625
UMC,2000,7738.53912072309
URY,2000,18752.0578112966
USA,2000,55038.6224959451
UZB,2000,3410.65044991898
VCT,2000,9999.05879203685
VNM,2000,4349.22348751462
VUT,2000,3342.16726611558
WLD,2000,12769.8314917662
WSM,2000,4638.59446502597
ZAF,2000,11183.825503143
ZMB,2000,2220.5653712714
ZWE,2000,6170.33390832202
ABW,2001,38729.4588237779
AFE,2001,3313.42192907347
AFG,2001,1454.11078195559
AFW,2001,4004.95777781768
AGO,2001,6848.68325514498
ALB,2001,7232.99054955267
AND,2001,59109.0136806378
ARB,2001,12895.2135224156
ARE,2001,90750.3469329386
ARG,2001,21066.4581290433
ARM,2001,5044.11647826468
ATG,2001,24014.7754593511
AUS,2001,45428.2000837579
AUT,2001,54032.1515612712
AZE,2001,6168.98512059749
BDI,2001,1028.61849315822
BEL,2001,50835.3969916061
BEN,2001,2591.06485220288
BFA,2001,1477.28491846525
BGD,2001,2803.55471950946
BGR,2001,13306.5595739168
BHR,2001,57280.6986707494
BHS,2001,35072.3658990461
BIH,2001,7982.55195738094
BLR,2001,11771.0872003861
BLZ,2001,11567.0265720608
BMU,2001,104560.839783497
BOL,2001,7491.15257767136
BRA,2001,14016.1313773564
BRB,2001,21234.708034436
BRN,2001,99680.7626777537
BTN,2001,5545.6305511084
BWA,2001,12949.6403104655
CAF,2001,1272.85710758505
CAN,2001,48774.1675534138
CEB,2001,19591.2335941249
CHE,2001,68008.3441852855
CHL,2001,17870.3008332711
CHN,2001,4372.15705579934
CIV,2001,4609.14469395303
CMR,2001,3884.87304812714
COD,2001,930.8578260745
COG,2001,7567.43916817104
COL,2001,10823.4504878807
COM,2001,2952.44235205824
CPV,2001,4540.90731780518
CRI,2001,14250.4627491739
CSS,2001,17624.6775781099
CUW,2001,35339.0645793445
CYP,2001,37146.99609375
CZE,2001,30399.8730764283
DEU,2001,50606.7114616457
DMA,2001,14091.5491387572
DNK,2001,58248.553927359
DOM,2001,10991.1363420488
DZA,2001,11742.5946761225
EAP,2001,4910.8995546608
EAR,2001,6121.12644113287
EAS,2001,8512.43027986592
ECA,2001,10281.7404123525
ECS,2001,30559.8614828664
ECU,2001,9405.11680690106
EGY,2001,10117.3331821699
EMU,2001,46384.3123186162
ESP,2001,41224.2924057393
EST,2001,21874.6948334875
ETH,2001,851.313428423251
EUU,2001,41007.7423888692
FCS,2001,4797.67328690804
FIN,2001,48099.3014282794
FJI,2001,9157.80841609435
FRA,2001,46454.8706927365
FSM,2001,3609.87256369558
GAB,2001,21604.7804442423
GBR,2001,43976.8391685783
GEO,2001,6074.08643017282
GHA,2001,3369.50702508212
GIN,2001,2412.75161959628
GMB,2001,2737.69610805906
GNB,2001,2025.60064005453
GNQ,2001,18031.964975074
GRC,2001,32675.9292327768
GRD,2001,11333.2377092409
GRL,2001,45405.8543742044
GTM,2001,8771.15520620407
GUY,2001,8212.04321760917
HIC,2001,41571.3850270848
HKG,2001,39777.8561883562
HND,2001,4578.94787944773
HPC,2001,2154.29604927028
HRV,2001,22826.6244928741
HTI,2001,3197.05701086586
HUN,2001,23069.2114730987
IBD,2001,7298.42688401953
IBT,2001,6336.62942197556
IDA,2001,3009.59162390125
IDB,2001,4266.64418562526
IDN,2001,6190.51954040991
IDX,2001,2340.07940168574
IND,2001,3188.81024020636
IRL,2001,55630.1013273441
IRN,2001,11739.0090911282
IRQ,2001,12529.6084051005
ISL,2001,50556.9938356842
ISR,2001,32590.2286180761
ITA,2001,51332.2904432567
JAM,2001,9736.06291757526
JOR,2001,8339.78581448441
JPN,2001,39062.2817355235
KAZ,2001,14612.0290050498
KEN,2001,3778.25854755615
KGZ,2001,3795.89059344129
KHM,2001,2032.08092022373
KIR,2001,2357.58189014518
KNA,2001,20648.7889741472
KOR,2001,27440.6564915847
KWT,2001,59099.6653133601
LAC,2001,14121.5933031409
LAO,2001,3015.63258480614
LBN,2001,11817.9305012844
LBR,2001,1867.11910921753
LBY,2001,17115.9888564264
LCA,2001,17993.6372662268
LCN,2001,14518.1473302931
